company_id,type,rule_id,text,confidence_pct
NESTLEIND,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
NESTLEIND,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
NHPC,con,CON10,Low return on capital efficiency.,82
NHPC,con,CON11,High debt limits financial flexibility.,78
NHPC,con,CON5,Low return on equity indicates poor capital efficiency.,80
NHPC,con,CON9,Low earnings per share indicates weak profitability.,75
NHPC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
NHPC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
NHPC,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
NHPC,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
NHPC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
NTPC,con,CON11,High debt limits financial flexibility.,78
NTPC,con,CON2,Negative free cash flow raises concern about cash generation.,80
NTPC,con,CON8,Debt levels are relatively high.,82
NTPC,pro,PRO10,Return on equity indicates strengthening business quality.,78
NTPC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
NTPC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
NTPC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
ONGC,con,CON10,Low return on capital efficiency.,82
ONGC,con,CON11,High debt limits financial flexibility.,78
ONGC,con,CON2,Negative free cash flow raises concern about cash generation.,80
ONGC,con,CON5,Low return on equity indicates poor capital efficiency.,80
ONGC,pro,PRO10,Return on equity indicates strengthening business quality.,78
ONGC,pro,PRO12,Low leverage supports long-term sustainable growth.,80
ONGC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ONGC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
ONGC,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
ONGC,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
ONGC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
PFC,con,CON1,Debt-to-equity ratio of 5.89 is elevated.,90
PFC,con,CON10,Low return on capital efficiency.,82
PFC,con,CON11,High debt limits financial flexibility.,78
PFC,con,CON2,Negative free cash flow raises concern about cash generation.,80
PFC,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
PFC,con,CON5,Low return on equity indicates poor capital efficiency.,80
PFC,con,CON6,Low interest coverage increases financial risk.,90
PFC,con,CON8,Debt levels are relatively high.,82
PFC,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PFC,pro,PRO10,Return on equity indicates strengthening business quality.,78
PFC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
PFC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
PFC,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
PIDILITIND,con,CON2,Negative free cash flow raises concern about cash generation.,80
PIDILITIND,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PIDILITIND,pro,PRO10,Return on equity indicates strengthening business quality.,78
PIDILITIND,pro,PRO12,Low leverage supports long-term sustainable growth.,80
PIDILITIND,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
PIDILITIND,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
PIDILITIND,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
PIDILITIND,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
PNB,con,CON1,Debt-to-equity ratio of 10.83 is elevated.,90
PNB,con,CON10,Low return on capital efficiency.,82
PNB,con,CON11,High debt limits financial flexibility.,78
PNB,con,CON2,Negative free cash flow raises concern about cash generation.,80
PNB,con,CON5,Low return on equity indicates poor capital efficiency.,80
PNB,con,CON8,Debt levels are relatively high.,82
PNB,con,CON9,Low earnings per share indicates weak profitability.,75
PNB,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PNB,pro,PRO10,Return on equity indicates strengthening business quality.,78
PNB,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
PNB,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
POWERGRID,con,CON1,Debt-to-equity ratio of 2.62 is elevated.,90
POWERGRID,con,CON11,High debt limits financial flexibility.,78
POWERGRID,con,CON2,Negative free cash flow raises concern about cash generation.,80
POWERGRID,con,CON8,Debt levels are relatively high.,82
POWERGRID,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
POWERGRID,pro,PRO10,Return on equity indicates strengthening business quality.,78
POWERGRID,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
POWERGRID,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
POWERGRID,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
RECLTD,con,CON1,Debt-to-equity ratio of 6.15 is elevated.,90
RECLTD,con,CON11,High debt limits financial flexibility.,78
RECLTD,con,CON2,Negative free cash flow raises concern about cash generation.,80
RECLTD,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
RECLTD,con,CON6,Low interest coverage increases financial risk.,90
RECLTD,con,CON8,Debt levels are relatively high.,82
RECLTD,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
RECLTD,pro,PRO10,Return on equity indicates strengthening business quality.,78
RECLTD,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
RECLTD,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
RECLTD,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
RECLTD,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
RELIANCE,con,CON10,Low return on capital efficiency.,82
RELIANCE,con,CON11,High debt limits financial flexibility.,78
RELIANCE,con,CON2,Negative free cash flow raises concern about cash generation.,80
RELIANCE,con,CON4,Operating margin is relatively weak.,75
RELIANCE,con,CON5,Low return on equity indicates poor capital efficiency.,80
RELIANCE,pro,PRO12,Low leverage supports long-term sustainable growth.,80
RELIANCE,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
RELIANCE,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
RELIANCE,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
RELIANCE,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
RELIANCE,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
SBILIFE,con,CON2,Negative free cash flow raises concern about cash generation.,80
SBILIFE,con,CON4,Operating margin is relatively weak.,75
SBILIFE,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
SBILIFE,pro,PRO10,Return on equity indicates strengthening business quality.,78
SBILIFE,pro,PRO12,Low leverage supports long-term sustainable growth.,80
SBILIFE,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
SBILIFE,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
SBILIFE,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
SBILIFE,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
SBILIFE,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
SHREECEM,con,CON10,Low return on capital efficiency.,82
SHREECEM,con,CON11,High debt limits financial flexibility.,78
SHREECEM,con,CON2,Negative free cash flow raises concern about cash generation.,80
SHREECEM,con,CON5,Low return on equity indicates poor capital efficiency.,80
SHREECEM,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
SHREECEM,pro,PRO10,Return on equity indicates strengthening business quality.,78
SHREECEM,pro,PRO12,Low leverage supports long-term sustainable growth.,80
SHREECEM,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
SHREECEM,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
SHREECEM,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
SHREECEM,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
SHREECEM,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
SHREECEM,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
SHRIRAMFIN,con,CON1,Debt-to-equity ratio of 4.55 is elevated.,90
SHRIRAMFIN,con,CON11,High debt limits financial flexibility.,78
SHRIRAMFIN,con,CON2,Negative free cash flow raises concern about cash generation.,80
SHRIRAMFIN,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
SHRIRAMFIN,con,CON6,Low interest coverage increases financial risk.,90
SHRIRAMFIN,con,CON8,Debt levels are relatively high.,82
SHRIRAMFIN,pro,PRO10,Return on equity indicates strengthening business quality.,78
SHRIRAMFIN,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
SIEMENS,con,CON10,Low return on capital efficiency.,82
SIEMENS,con,CON2,Negative free cash flow raises concern about cash generation.,80
SIEMENS,con,CON4,Operating margin is relatively weak.,75
SIEMENS,con,CON5,Low return on equity indicates poor capital efficiency.,80
SIEMENS,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
SIEMENS,pro,PRO10,Return on equity indicates strengthening business quality.,78
SIEMENS,pro,PRO12,Low leverage supports long-term sustainable growth.,80
SIEMENS,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
SIEMENS,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
SIEMENS,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
SIEMENS,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
SIEMENS,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
SIEMENS,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
SUNPHARMA,con,CON10,Low return on capital efficiency.,82
SUNPHARMA,con,CON11,High debt limits financial flexibility.,78
SUNPHARMA,con,CON2,Negative free cash flow raises concern about cash generation.,80
SUNPHARMA,con,CON5,Low return on equity indicates poor capital efficiency.,80
SUNPHARMA,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
SUNPHARMA,pro,PRO10,Return on equity indicates strengthening business quality.,78
SUNPHARMA,pro,PRO12,Low leverage supports long-term sustainable growth.,80
SUNPHARMA,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
SUNPHARMA,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
SUNPHARMA,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
SUNPHARMA,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
SUNPHARMA,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TATACONSUM,con,CON10,Low return on capital efficiency.,82
TATACONSUM,con,CON11,High debt limits financial flexibility.,78
TATACONSUM,con,CON4,Operating margin is relatively weak.,75
TATACONSUM,con,CON5,Low return on equity indicates poor capital efficiency.,80
TATACONSUM,con,CON9,Low earnings per share indicates weak profitability.,75
TATACONSUM,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TATACONSUM,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TATACONSUM,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TATACONSUM,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TATACONSUM,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TATAMOTORS,con,CON1,Debt-to-equity ratio of 2.57 is elevated.,90
TATAMOTORS,con,CON10,Low return on capital efficiency.,82
TATAMOTORS,con,CON11,High debt limits financial flexibility.,78
TATAMOTORS,con,CON2,Negative free cash flow raises concern about cash generation.,80
TATAMOTORS,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
TATAMOTORS,con,CON4,Operating margin is relatively weak.,75
TATAMOTORS,con,CON5,Low return on equity indicates poor capital efficiency.,80
TATAMOTORS,con,CON6,Low interest coverage increases financial risk.,90
TATAMOTORS,con,CON8,Debt levels are relatively high.,82
TATAMOTORS,con,CON9,Low earnings per share indicates weak profitability.,75
TATAMOTORS,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TATAMOTORS,pro,PRO10,Return on equity indicates strengthening business quality.,78
TATAMOTORS,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TATAMOTORS,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TATAMOTORS,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
TATAPOWER,con,CON1,Debt-to-equity ratio of 3.07 is elevated.,90
TATAPOWER,con,CON10,Low return on capital efficiency.,82
TATAPOWER,con,CON11,High debt limits financial flexibility.,78
TATAPOWER,con,CON2,Negative free cash flow raises concern about cash generation.,80
TATAPOWER,con,CON4,Operating margin is relatively weak.,75
TATAPOWER,con,CON5,Low return on equity indicates poor capital efficiency.,80
TATAPOWER,con,CON7,Dividend payout above 100% appears unsustainable.,88
TATAPOWER,con,CON8,Debt levels are relatively high.,82
TATAPOWER,con,CON9,Low earnings per share indicates weak profitability.,75
TATAPOWER,pro,PRO10,Return on equity indicates strengthening business quality.,78
TATAPOWER,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TATAPOWER,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TATASTEEL,con,CON1,Debt-to-equity ratio of 2.01 is elevated.,90
TATASTEEL,con,CON10,Low return on capital efficiency.,82
TATASTEEL,con,CON11,High debt limits financial flexibility.,78
TATASTEEL,con,CON2,Negative free cash flow raises concern about cash generation.,80
TATASTEEL,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
TATASTEEL,con,CON4,Operating margin is relatively weak.,75
TATASTEEL,con,CON5,Low return on equity indicates poor capital efficiency.,80
TATASTEEL,con,CON6,Low interest coverage increases financial risk.,90
TATASTEEL,con,CON8,Debt levels are relatively high.,82
TATASTEEL,con,CON9,Low earnings per share indicates weak profitability.,75
TATASTEEL,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TATASTEEL,pro,PRO10,Return on equity indicates strengthening business quality.,78
TATASTEEL,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TATASTEEL,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
TATASTEEL,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TATASTEEL,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TATASTEEL,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TCS,con,CON11,High debt limits financial flexibility.,78
TCS,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TCS,pro,PRO10,Return on equity indicates strengthening business quality.,78
TCS,pro,PRO11,"Profits are compounding faster than revenue, indicating operating leverage.",83
TCS,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TCS,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TCS,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
TCS,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TCS,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TCS,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TCS,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
TECHM,con,CON10,Low return on capital efficiency.,82
TECHM,con,CON11,High debt limits financial flexibility.,78
TECHM,con,CON4,Operating margin is relatively weak.,75
TECHM,con,CON5,Low return on equity indicates poor capital efficiency.,80
TECHM,con,CON7,Dividend payout above 100% appears unsustainable.,88
TECHM,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TECHM,pro,PRO10,Return on equity indicates strengthening business quality.,78
TECHM,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TECHM,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TECHM,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TECHM,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TECHM,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TECHM,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
TITAN,con,CON11,High debt limits financial flexibility.,78
TITAN,con,CON2,Negative free cash flow raises concern about cash generation.,80
TITAN,con,CON4,Operating margin is relatively weak.,75
TITAN,con,CON8,Debt levels are relatively high.,82
TITAN,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TITAN,pro,PRO10,Return on equity indicates strengthening business quality.,78
TITAN,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TITAN,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TITAN,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
TITAN,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TITAN,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TITAN,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TORNTPHARM,con,CON10,Low return on capital efficiency.,82
TORNTPHARM,con,CON11,High debt limits financial flexibility.,78
TORNTPHARM,con,CON2,Negative free cash flow raises concern about cash generation.,80
TORNTPHARM,con,CON5,Low return on equity indicates poor capital efficiency.,80
TORNTPHARM,con,CON7,Dividend payout above 100% appears unsustainable.,88
TORNTPHARM,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TORNTPHARM,pro,PRO10,Return on equity indicates strengthening business quality.,78
TORNTPHARM,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TORNTPHARM,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TORNTPHARM,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
TORNTPHARM,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TORNTPHARM,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TORNTPHARM,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TORNTPHARM,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
TRENT,con,CON10,Low return on capital efficiency.,82
TRENT,con,CON11,High debt limits financial flexibility.,78
TRENT,con,CON2,Negative free cash flow raises concern about cash generation.,80
TRENT,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
TRENT,con,CON4,Operating margin is relatively weak.,75
TRENT,con,CON5,Low return on equity indicates poor capital efficiency.,80
TRENT,con,CON6,Low interest coverage increases financial risk.,90
TRENT,con,CON8,Debt levels are relatively high.,82
TRENT,con,CON9,Low earnings per share indicates weak profitability.,75
TRENT,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TRENT,pro,PRO10,Return on equity indicates strengthening business quality.,78
TRENT,pro,PRO12,Low leverage supports long-term sustainable growth.,80
TRENT,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TRENT,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TRENT,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TRENT,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
TVSMOTOR,con,CON1,Debt-to-equity ratio of 2.59 is elevated.,90
TVSMOTOR,con,CON11,High debt limits financial flexibility.,78
TVSMOTOR,con,CON2,Negative free cash flow raises concern about cash generation.,80
TVSMOTOR,con,CON4,Operating margin is relatively weak.,75
TVSMOTOR,con,CON8,Debt levels are relatively high.,82
TVSMOTOR,con,CON9,Low earnings per share indicates weak profitability.,75
TVSMOTOR,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TVSMOTOR,pro,PRO10,Return on equity indicates strengthening business quality.,78
TVSMOTOR,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
TVSMOTOR,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
TVSMOTOR,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
TVSMOTOR,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
ULTRACEMCO,con,CON10,Low return on capital efficiency.,82
ULTRACEMCO,con,CON11,High debt limits financial flexibility.,78
ULTRACEMCO,con,CON2,Negative free cash flow raises concern about cash generation.,80
ULTRACEMCO,con,CON5,Low return on equity indicates poor capital efficiency.,80
ULTRACEMCO,pro,PRO10,Return on equity indicates strengthening business quality.,78
ULTRACEMCO,pro,PRO12,Low leverage supports long-term sustainable growth.,80
ULTRACEMCO,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ULTRACEMCO,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
ULTRACEMCO,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
ULTRACEMCO,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
ULTRACEMCO,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
UNIONBANK,con,CON1,Debt-to-equity ratio of 16.61 is elevated.,90
UNIONBANK,con,CON10,Low return on capital efficiency.,82
UNIONBANK,con,CON11,High debt limits financial flexibility.,78
UNIONBANK,con,CON2,Negative free cash flow raises concern about cash generation.,80
UNIONBANK,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
UNIONBANK,con,CON4,Operating margin is relatively weak.,75
UNIONBANK,con,CON5,Low return on equity indicates poor capital efficiency.,80
UNIONBANK,con,CON6,Low interest coverage increases financial risk.,90
UNIONBANK,con,CON8,Debt levels are relatively high.,82
UNIONBANK,con,CON9,Low earnings per share indicates weak profitability.,75
UNIONBANK,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HEROMOTOCO,con,CON1,High valuation may limit future upside despite strong operating performance.,80
